FORMATION,Calibre (CALI),Resistividad Media (RMED),Resistividad Profunda (RDEP),Densidad Total (RHOB),Rayos Gamma (GR),Factor Fotoeléctrico (PEF),Lentitud Compresional (DTC),Potencial Espontáneo (SP),Resistividad de Zona Lavada (RXO),Porosidad de Densidad (PHID),Volumen de Arcilla (VSH),TARGET,TARGET_BINARIO
UNKNOWN,14.592308998,1.9036431313,2.2290000916,1.9889552593,54.340938568,3.574596405,164.93997192,53.416000366,2.1877634525,0.4006331761818182,0.5353994268347613,POBRE,NO_RESERVORIO
UNKNOWN,14.292443275,1.8772926331,2.2326748371,1.998396039,53.856147766,4.0494623184,165.78016663,53.024311066,1.9327937365,0.39491149151515154,0.5269398730110939,POBRE,NO_RESERVORIO
UNKNOWN,14.094706535,1.8667216301,2.2401783466,2.0178265572,53.953472137,3.9138059616,165.37695313,52.795898438,2.0460362434,0.38313541987878796,0.5286381741162973,POBRE,NO_RESERVORIO
UNKNOWN,14.060079575,1.8570524454,2.250235796,2.036261797,52.82648468,3.4500904083,164.50941467,53.109870911,2.2679264545,0.3719625472727273,0.508972349163023,POBRE,NO_RESERVORIO
UNKNOWN,14.205451012,1.860424161,2.2637555599,2.0460238457,51.824611664,3.2876172066,163.24462891,53.419597626,2.2665276527,0.366046154121212,0.4914897594184017,JUSTO,RESERVORIO
UNKNOWN,14.320989609,1.8739266396,2.2782020569,2.0429253578,50.799209595,3.4743885994,162.52754211,53.796863556,2.2689557076,0.36792402557575743,0.4735965899155583,JUSTO,RESERVORIO
UNKNOWN,14.201316833,1.9044467211,2.2942121029,2.0319066048,50.551700592,3.4762618542,162.80886841,54.104640961,2.1898758411,0.37460205769696964,0.46927758113056756,JUSTO,RESERVORIO
UNKNOWN,14.042795181,1.9541252851,2.3116557598,2.0204639435,50.956619263,3.0768549442,163.12055969,53.912742615,2.2724535465,0.38153700393939405,0.47634337379288855,JUSTO,RESERVORIO
UNKNOWN,14.015462875,1.988047123,2.3301312923,2.0099830627,52.327106476,2.6649336815,163.43223572,53.414070129,2.3460996151,0.3878890529090909,0.5002582465487073,POBRE,NO_RESERVORIO
UNKNOWN,14.008000374,2.0000154972,2.3495740891,1.9875394106,53.390415192,2.5288724899,163.743927,52.915397644,2.212698698,0.4014912663030303,0.5188128834705866,POBRE,NO_RESERVORIO
UNKNOWN,14.023414612,1.9776303768,2.3650157452,1.9541310072,52.46705246,2.7296154499,164.40016174,52.042751312,2.0859348774,0.4217387835151515,0.5027002907854585,POBRE,NO_RESERVORIO
UNKNOWN,14.011795044,1.9496519566,2.3729948997,1.9212067127,51.952045441,3.1424458027,164.77436829,52.035991669,2.0480339527,0.4416929013939393,0.49371346682175443,JUSTO,RESERVORIO
UNKNOWN,13.922495842,1.9389815331,2.3779761791,1.9104002714,52.691883087,3.7304997444,164.15306091,52.60433197,2.1089100838,0.4482422597575758,0.5066235640457367,POBRE,NO_RESERVORIO
UNKNOWN,13.870745659,1.920470953,2.381000042,1.9238125086,53.518184662,3.7999427319,163.52568054,52.847705841,2.2234706879,0.44011363115151514,0.5210424486851645,POBRE,NO_RESERVORIO
UNKNOWN,13.939947128,1.8980573416,2.3819816113,1.942199111,54.382511139,3.4898438454,163.27635193,53.471111298,2.2713615894,0.42897023575757565,0.5361248642822373,POBRE,NO_RESERVORIO
UNKNOWN,14.026626587,1.9080766439,2.3878815174,1.9573476315,53.01391983,3.2673175335,163.63702393,54.15517807,2.1925933361,0.4197893142424242,0.5122430748726089,POBRE,NO_RESERVORIO
UNKNOWN,14.055000305,1.9354122877,2.3983407021,1.9677649736,50.411502838,3.4902505875,163.90629578,54.178779602,2.1010289192,0.41347577357575754,0.466831143531035,JUSTO,RESERVORIO
UNKNOWN,14.185728073,1.9643771648,2.4040000439,1.9768664837,49.370826721,3.6391093731,162.68348694,54.151268005,2.1043460369,0.40795970684848476,0.4486714433295311,JUSTO,RESERVORIO
UNKNOWN,14.525166512,1.9794751406,2.4059212208,1.9885526896,49.676322937,3.3707821369,161.76902771,53.764736176,2.2074625492,0.40087715781818173,0.45400232351850534,JUSTO,RESERVORIO
UNKNOWN,14.801211357,1.9818902016,2.4089553356,1.9998902082,51.434680939,2.8759086132,162.01838684,52.619068146,2.4028427601,0.39400593442424237,0.4846855050017943,JUSTO,RESERVORIO
UNKNOWN,14.937191963,1.9830602407,2.4109499454,2.0020000935,52.237831116,2.6696145535,162.26773071,51.877571106,2.4434757233,0.39272721606060607,0.49870039992717174,JUSTO,RESERVORIO
UNKNOWN,15.056289673,1.9726544619,2.4101104736,1.9987291098,52.448997498,2.8801102638,162.33996582,51.650917053,2.4428825378,0.3947096304242424,0.5023852333994827,POBRE,NO_RESERVORIO
UNKNOWN,15.12016964,1.9596766233,2.4018929005,1.9991821051,52.34720993,3.4724931717,162.21530151,51.156837463,2.3513348103,0.39443508781818176,0.5006090499270986,POBRE,NO_RESERVORIO
UNKNOWN,15.180836678,1.9551519156,2.3875260353,2.0104682446,52.155059814,3.9611010551,161.33171082,51.394351959,2.1316957474,0.3875950032727271,0.4972560485050009,JUSTO,RESERVORIO
UNKNOWN,15.500142097,1.9488656521,2.3655290604,2.0202968121,52.270236969,3.7659666538,161.0955658,52.435016632,2.1795096397,0.3816382956969698,0.4992658790091271,JUSTO,RESERVORIO
UNKNOWN,15.871983528,1.9239028692,2.337066412,2.0170621872,50.793048859,3.1237592697,162.36076355,52.62530899,2.1838409901,0.38359867442424234,0.4734890856527497,JUSTO,RESERVORIO
UNKNOWN,15.985182762,1.8800172806,2.31143713,1.9963754416,49.208637238,2.6636507511,164.39126587,52.766387939,2.072429657,0.39613609600000005,0.4458412521307483,JUSTO,RESERVORIO
UNKNOWN,16.05635643,1.8388431072,2.2898671627,1.9664552212,50.580898285,2.4925794601,166.60549927,51.893665314,2.2092311382,0.4142695629090909,0.4697870781227576,JUSTO,RESERVORIO
UNKNOWN,16.076969147,1.8112666607,2.2730975151,1.9414712191,54.288181305,2.5483939648,167.82983398,51.472431183,2.1473283768,0.4294113823636363,0.5344788175655741,POBRE,NO_RESERVORIO
UNKNOWN,16.097579956,1.7994296551,2.2587778568,1.9278759956,55.782054901,2.7406773567,169.32592773,51.821521759,2.0238683224,0.4376509117575757,0.5605467710807431,POBRE,NO_RESERVORIO
UNKNOWN,15.580986977,1.7861274481,2.2482051849,1.9279927015,54.246570587,3.3221900463,169.4760437,51.719768524,2.1706018448,0.43758018090909084,0.5337527144565418,POBRE,NO_RESERVORIO
UNKNOWN,14.987447739,1.7688257694,2.241538763,1.9409382343,51.742660522,4.3277568817,167.75704956,51.886810303,2.0208551884,0.4297344034545455,0.4900597197109651,JUSTO,RESERVORIO
UNKNOWN,15.162758827,1.7623152733,2.2302336693,1.9641524553,51.1537323,6.2109427452,165.31890869,52.405197144,1.7055339813,0.41566517860606056,0.4797829777188889,JUSTO,RESERVORIO
UNKNOWN,15.281000137,1.7748939991,2.2203540802,1.9892793894,51.049575806,6.2613515854,162.43688965,52.354305267,1.4934467077,0.40043673369696964,0.4779654567109769,JUSTO,RESERVORIO
UNKNOWN,15.23365593,1.8080565929,2.2161231041,1.9991338253,50.387306213,4.7296714783,161.5561676,52.534755707,1.8029308319,0.3944643483030303,0.4664089147043038,JUSTO,RESERVORIO
UNKNOWN,15.118031502,1.8351525068,2.2184860706,1.9833632708,49.816558838,3.6278595924,163.92324829,52.09513092,2.3946871758,0.4040222601212121,0.45644942677959394,JUSTO,RESERVORIO
UNKNOWN,14.946592331,1.8350048065,2.2303626537,1.9485958815,52.173694611,3.2785992622,166.98124695,52.488830566,2.3302891254,0.42509340515151517,0.49758122395710164,JUSTO,RESERVORIO
UNKNOWN,14.852659225,1.8233457804,2.2529146671,1.9190700054,55.515510559,3.4109845161,169.1519165,52.862522125,1.9795377254,0.44298787551515145,0.5558955974234859,POBRE,NO_RESERVORIO
UNKNOWN,14.892861366,1.8235656023,2.2781298161,1.9069999456,56.191299438,3.8399357796,169.40065002,52.737854004,2.0552165508,0.45,0.5676880496972325,POBRE,NO_RESERVORIO
UNKNOWN,14.894797325,1.8514407873,2.3013317585,1.9154005051,52.979213715,4.7029380798,167.01765442,52.71881485,2.0981168747,0.445211815090909,0.5116374564354569,POBRE,NO_RESERVORIO
UNKNOWN,14.817357063,1.8808516264,2.3272976875,1.9382690191,49.390522003,5.9771008492,163.98745728,52.581043243,2.0310895443,0.43135210963636356,0.4490151241449756,JUSTO,RESERVORIO
UNKNOWN,14.763093948,1.9101002216,2.3450400829,1.9639531374,46.312294006,5.9359960556,161.87435913,52.238834381,1.9480992556,0.4157859773333332,0.3953003355914146,JUSTO,RESERVORIO
UNKNOWN,14.823209763,1.9456596375,2.3565909863,1.9833573103,45.385032654,5.1251544952,160.73188782,51.699508667,2.0033857822,0.4040258725454545,0.3791197123545682,JUSTO,RESERVORIO
UNKNOWN,14.887173653,1.9786469936,2.3696353436,1.9942760468,45.432098389,3.9662458897,159.94174194,50.525943756,2.1551530361,0.3974084564848484,0.3799410049963435,JUSTO,RESERVORIO
UNKNOWN,15.03742218,2.0005095005,2.3831207752,2.0002205372,47.853633881,3.1661584377,159.54603577,49.68863678,2.1591370106,0.3938057350303029,0.4221965712034244,JUSTO,RESERVORIO
UNKNOWN,14.83644104,2.0192973614,2.3857240677,1.9955323935,51.082996368,2.9181728363,159.70591736,49.490150452,2.3046226501,0.3966470342424242,0.4785486423693885,JUSTO,RESERVORIO
UNKNOWN,14.745643616,2.0229592323,2.3793725967,1.9759591818,52.8450737,3.4468848705,160.35231018,49.668609619,2.5433623791,0.4085095867878788,0.5092967258107862,POBRE,NO_RESERVORIO
UNKNOWN,14.553291321,1.9892480373,2.3729579449,1.9514245987,53.442932129,3.9772992134,161.65895081,50.593173981,2.4230649471,0.423379031090909,0.5197292990737145,POBRE,NO_RESERVORIO
UNKNOWN,14.187999725,1.9324649572,2.3653936386,1.9282809496,53.413330078,3.7880284786,163.34967041,52.114116669,2.3208632469,0.4374054850909091,0.5192127460725182,POBRE,NO_RESERVORIO
UNKNOWN,13.965634346,1.8720707893,2.3598082066,1.9090944529,53.18901062,3.3354802132,163.84835815,52.96786499,2.1714658737,0.44903366490909086,0.5152983926631337,POBRE,NO_RESERVORIO
UNKNOWN,13.674043655,1.8483468294,2.3506400585,1.9019557238,53.974300385,3.3135814667,163.95092773,52.419994354,2.1266582012,0.45,0.5290016250817071,POBRE,NO_RESERVORIO
UNKNOWN,13.758964539,1.8725932837,2.336124897,1.9185993671,55.526851654,3.595874548,163.15705872,51.552307129,2.0610864162,0.44327311084848486,0.5560934984628125,POBRE,NO_RESERVORIO
UNKNOWN,13.8546772,1.9258383512,2.3181333542,1.9589089155,55.543922424,3.5249531269,161.22628784,50.693904877,1.8756598234,0.41884308151515154,0.5563913817911074,POBRE,NO_RESERVORIO
UNKNOWN,13.990151405,1.9858268499,2.3043386936,2.0004971027,54.949249268,3.1369502544,159.78726196,50.348079681,1.8118965626,0.3936381195757577,0.5460143912419506,POBRE,NO_RESERVORIO
UNKNOWN,13.79421711,2.024813652,2.3000862598,2.0212836266,51.978557587,2.8706486225,161.0737915,50.232593536,2.1494386196,0.38104022630303036,0.4941761012717948,JUSTO,RESERVORIO
UNKNOWN,13.659285545,1.996835947,2.309214592,2.0242443085,51.724140167,2.7321603298,162.62767029,50.30316925,2.3984646797,0.37924587363636353,0.48973654126098304,JUSTO,RESERVORIO
UNKNOWN,14.087174416,1.9466137886,2.3198056221,2.0222494602,51.994560242,2.6300792694,163.30393982,50.577281952,2.219180584,0.38045487260606065,0.4944553460939647,JUSTO,RESERVORIO
UNKNOWN,14.211248398,1.9362803698,2.3252439499,2.0224907398,53.906890869,2.6468105316,162.39360046,51.994316101,2.0954506397,0.3803086425454546,0.5278253353780313,POBRE,NO_RESERVORIO
UNKNOWN,14.153425217,1.9675524235,2.3209969997,2.0272209644,54.781291962,2.8981506824,160.77383423,52.8670578,2.1376509666,0.37744183975757567,0.5430835520751934,POBRE,NO_RESERVORIO
UNKNOWN,14.052315712,1.985452652,2.3133909702,2.0332050323,52.480766296,3.286481142,160.05586243,53.092155457,2.2371611595,0.3738151319393938,0.5029395959317038,POBRE,NO_RESERVORIO
UNKNOWN,13.605494499,2.0029187202,2.3108501434,2.03627038,50.910449982,3.465211153,160.0839386,53.046245575,2.3207485676,0.37195734545454545,0.47553772418896,JUSTO,RESERVORIO
UNKNOWN,13.234000206,2.0101730824,2.3184087276,2.0350000858,50.594497681,3.264339447,161.40881348,53.870399475,2.3692948818,0.3727272207272726,0.47002438630178395,JUSTO,RESERVORIO
UNKNOWN,13.270795822,2.0075283051,2.328918457,2.0357191563,52.157207489,2.9566507339,163.01229858,53.836269379,2.4274663925,0.37229142042424246,0.4972935252314225,JUSTO,RESERVORIO
UNKNOWN,13.341731071,1.9917174578,2.338347435,2.0384273529,52.224933624,2.7851178646,162.63829041,53.691322327,2.2566590309,0.3706500891515152,0.4984753399068203,JUSTO,RESERVORIO
UNKNOWN,13.565732002,1.994628787,2.3488769531,2.0381655693,51.38992691,2.7845020294,162.30917358,53.424812317,2.1425337791,0.370808745878788,0.48390455141193744,JUSTO,RESERVORIO
UNKNOWN,13.972414017,2.0291259289,2.3525722027,2.0322964191,52.385417938,3.030087471,161.34625244,53.134635925,2.136238575,0.3743658066060605,0.501275776067194,POBRE,NO_RESERVORIO
UNKNOWN,13.925676346,2.0657277107,2.3507084846,2.0309998989,53.929382324,3.3200826645,160.16459656,52.209964752,2.119178772,0.37515157642424224,0.5282178091489035,POBRE,NO_RESERVORIO
UNKNOWN,13.892594337,2.0792284012,2.3551650047,2.028226614,54.282745361,3.3643715382,161.08833313,51.680145264,2.3065295219,0.37683235515151525,0.5343839608548843,POBRE,NO_RESERVORIO
UNKNOWN,14.176340103,2.0719370842,2.3616979122,2.0192160606,52.830810547,3.307082653,161.8117981,50.627601624,2.4207794666,0.3822932966060607,0.5090478351346411,POBRE,NO_RESERVORIO
UNKNOWN,14.409505844,2.0680000782,2.3623070717,2.0092692375,50.746234894,3.322262764,161.73553467,50.533187866,2.2317800522,0.3883216742424243,0.4726721863737555,JUSTO,RESERVORIO
UNKNOWN,14.802724838,2.0595378876,2.3596243858,2.0067095757,49.918720245,3.380620718,161.55551147,50.296821594,1.8492134809,0.3898729844242424,0.4582321337073094,JUSTO,RESERVORIO
UNKNOWN,15.074845314,2.0362820625,2.3518815041,2.0113279819,50.729568481,3.6489665508,160.72854614,50.748695374,2.0809977055,0.3870739503636363,0.4723813590370171,JUSTO,RESERVORIO
UNKNOWN,14.714967728,2.0159990788,2.3338739872,2.0099999905,50.644424438,3.8518271446,160.48361206,51.295715332,2.2075192928,0.3878787936363637,0.4708956035079278,JUSTO,RESERVORIO
UNKNOWN,14.057784081,1.9980313778,2.3136329651,2.0099999905,49.881698608,4.1087765694,161.23652649,52.790992737,1.9618766308,0.3878787936363637,0.4575861096293984,JUSTO,RESERVORIO
UNKNOWN,13.861780167,1.9798300266,2.3043334484,2.0106565952,50.446357727,3.9605095387,162.31573486,53.208332062,1.9459813833,0.3874808513939394,0.46743935806047127,JUSTO,RESERVORIO
UNKNOWN,13.507699966,1.9508647919,2.305644989,2.0087440014,54.49370575,4.7324461937,162.06639099,52.79499054,2.2177598476,0.388639999151515,0.5380651997687513,POBRE,NO_RESERVORIO
UNKNOWN,12.709804535,1.9291586876,2.3146083355,1.9952180386,56.316890717,6.4496717453,161.98094177,52.128322601,2.3029074669,0.3968375523636363,0.5698796056840635,POBRE,NO_RESERVORIO
UNKNOWN,12.730750084,1.9340475798,2.3246040344,1.9806796312,55.722389221,7.2757849693,162.06773376,51.912014008,2.0776541233,0.40564870836363637,0.559505610585735,POBRE,NO_RESERVORIO
UNKNOWN,12.751694679,1.977435112,2.3338742256,1.9838117361,52.74407196,5.7493867874,161.73774719,52.246009827,1.7792648077,0.4037504629696969,0.5075342549629708,POBRE,NO_RESERVORIO
UNKNOWN,12.867179871,2.0186944008,2.3452019691,2.0005047321,52.339111328,4.0707292557,160.67901611,52.33663559,1.6410048008,0.39363349569696965,0.5004677300851529,POBRE,NO_RESERVORIO
UNKNOWN,13.289168358,2.0603108406,2.3548579216,2.0239982605,51.031658173,3.6431851387,158.35566711,52.205368042,1.7859671116,0.37939499363636364,0.4776527957031135,JUSTO,RESERVORIO
UNKNOWN,13.850578308,2.0775778294,2.366038084,2.0399580002,48.124481201,3.4652292728,156.88500977,52.52520752,1.9671657085,0.3697224241212121,0.42692283142140613,JUSTO,RESERVORIO
UNKNOWN,14.292082787,2.0924577713,2.3807468414,2.0543794632,46.673675537,3.2072131634,157.477005,53.195812225,1.9765614271,0.36098214351515145,0.40160640926228797,JUSTO,RESERVORIO
UNKNOWN,14.75555706,2.1080505848,2.3911674023,2.0638275146,47.399856567,2.9788563251,158.03578186,53.502628326,2.4767246246,0.35525605175757585,0.41427819982363445,JUSTO,RESERVORIO
UNKNOWN,14.905797958,2.1237542629,2.3950786591,2.0658867359,48.714092255,2.8393681049,159.05245972,53.301883698,2.5405430794,0.35400803884848486,0.437211488767554,JUSTO,RESERVORIO
UNKNOWN,15.007201195,2.0953292847,2.3911731243,2.0568106174,48.144645691,2.7728452682,160.08357239,53.342712402,2.5754928589,0.3595087167272727,0.4272746998722473,JUSTO,RESERVORIO
UNKNOWN,15.108604431,2.0564329624,2.3815677166,2.0416612625,46.075698853,3.2155432701,162.17680359,54.003601074,2.5430545807,0.368690143939394,0.39117177246075036,JUSTO,RESERVORIO
UNKNOWN,15.136014938,2.017534256,2.3648118973,2.0245900154,44.200866699,4.1179566383,163.09999084,53.990135193,2.2154102325,0.3790363543030304,0.35845612799787296,JUSTO,RESERVORIO
UNKNOWN,14.937340736,1.9847533703,2.3541104794,2.0145828724,47.067016602,4.5440487862,162.02839661,54.01902771,1.9927661419,0.38510128945454536,0.4084701737906136,JUSTO,RESERVORIO
UNKNOWN,14.715641022,1.9682452679,2.3519999981,2.0171554089,51.373813629,4.3050174713,160.70825195,53.666000366,1.8059357405,0.38354217642424243,0.4836233761764894,JUSTO,RESERVORIO
UNKNOWN,14.679870605,1.9547073841,2.3502526283,2.0220031738,54.467849731,4.4435448647,159.50341797,53.449420929,2.1342988014,0.38060413709090907,0.5376140146730485,POBRE,NO_RESERVORIO
UNKNOWN,14.567270279,1.9440000057,2.3471548557,2.0252988338,53.483535767,6.5495977402,159.43751526,52.880233765,2.1904225349,0.3786067673939394,0.5204378287316218,POBRE,NO_RESERVORIO
UNKNOWN,14.558256149,1.9563578367,2.3505721092,2.0209999084,52.419540405,10.442379951,160.43486023,52.224075317,2.2874062061,0.38121217672727276,0.5018712099017303,POBRE,NO_RESERVORIO
UNKNOWN,14.523370743,1.9918948412,2.3528501987,2.0226690769,52.461185455,10.5,160.86578369,51.071807861,2.4179360867,0.3802005594545453,0.5025979121009281,POBRE,NO_RESERVORIO
UNKNOWN,14.519518852,2.0077877045,2.3547194004,2.0292048454,54.200008392,8.6451539993,160.28929138,51.860538483,2.2047686577,0.3762394876363637,0.532940208540329,POBRE,NO_RESERVORIO
UNKNOWN,14.271048546,2.0230000019,2.3501067162,2.0393695831,53.500427246,6.4103569984,160.78805542,52.488765717,2.3800837994,0.3700790405454545,0.5207325834488573,POBRE,NO_RESERVORIO
UNKNOWN,13.920518875,2.0235409737,2.3298065662,2.0488367081,54.202548981,5.0822954178,161.35557556,53.63187027,2.2874200344,0.36434138903030294,0.5329845415790349,POBRE,NO_RESERVORIO
UNKNOWN,13.780377388,2.0239288807,2.2896237373,2.0429999828,53.312919617,5.2064237595,161.9671936,54.014167786,2.1676900387,0.3678787983030302,0.5174605929875494,POBRE,NO_RESERVORIO
UNKNOWN,13.32909584,2.0159626007,2.2329142094,2.0387580395,55.052474976,5.5678005219,162.18466187,55.324466705,2.0265054703,0.37044967303030313,0.5478156701218502,POBRE,NO_RESERVORIO
UNKNOWN,13.272063255,1.984152317,2.1623487473,2.0259501934,56.759624481,6.0040178299,162.41850281,55.283466339,1.9290707111,0.378212004,0.5776052681567456,POBRE,NO_RESERVORIO
UNKNOWN,13.354266167,1.9077590704,2.1085689068,2.0159850121,57.159168243,6.868265152,163.01135254,54.522380829,2.0125653744,0.3842515078181819,0.5845772691633768,POBRE,NO_RESERVORIO
UNKNOWN,13.603638649,1.7913324833,2.0490949154,1.9867405891,53.688648224,9.058930397,163.97489929,53.35105896,2.0526094437,0.4019754005454545,0.5240170217830117,POBRE,NO_RESERVORIO
UNKNOWN,13.793094635,1.6506240368,1.9962356091,1.9528684616,48.195266724,10.5,165.59773254,53.069568634,1.5221967697,0.4225039626666666,0.4281580321291847,POBRE,NO_RESERVORIO
UNKNOWN,13.996959686,1.5884795189,1.9444020987,1.930487752,46.391361237,8.3165283203,167.05595398,52.886493683,1.5226787329,0.43606802909090914,0.3966800513235889,POBRE,NO_RESERVORIO
UNKNOWN,14.531676292,1.5919730663,1.8950157166,1.9289926291,48.675071716,4.8069839478,166.50379944,52.693519592,1.6946274042,0.4369741641818182,0.43653058403805584,POBRE,NO_RESERVORIO
UNKNOWN,14.420396805,1.6333888769,1.8461667299,1.9377532005,50.736347198,3.508500576,166.81126404,51.665000916,1.8203721046,0.43166472696969693,0.4724996470100568,POBRE,NO_RESERVORIO
UNKNOWN,14.361358643,1.6577796936,1.8090144396,1.9335830212,51.025115967,3.2714371681,166.43663025,53.099349976,1.8011630774,0.4341921083636363,0.47753863482474246,POBRE,NO_RESERVORIO
UNKNOWN,14.345941544,1.6527926922,1.7912865877,1.9176876545,49.74647522,3.4996860027,168.17918396,54.285022736,1.8142973185,0.443825663939394,0.45522647424794027,POBRE,NO_RESERVORIO
UNKNOWN,14.286194801,1.6382466555,1.7803140879,1.8988493681,51.117485046,4.0473437309,170.00201416,54.890148163,1.5984869003,0.45,0.47915046655137467,POBRE,NO_RESERVORIO
